,text,label
1280,what should a notice of a housing community meeting look like?,civil law
1281,Is the receptionist responsible for disclosing the patient's personal data to an outsider? What consequences may the client's data administrator suffer in connection with the situation? Should the client take additional steps in this matter?,administrative law
1282,What formalities should a doctor from Ukraine complete in order to work in Poland?,medical law
1283,"whether, due to the expansion of the business, the client's wife should make changes to the tax settlement in CEIDG or ZUS",tax law
1284,Can the client's supervisor change the client's scope of duties? What is the client's liability in the event of damage caused to the employer in the new position? Can a change of job position result in a reduction in the client's remuneration?,labor law
1285,Can the client issue a certificate requested by the daughter of the client's potential patient?,medical law
1286,Can the client force the client to take a coronavirus test?,medical law
1287,"what are the rights and obligations of a witness in criminal proceedings, who can release a client from medical confidentiality",criminal law
1288,"what does the hearing of a witness before a court in criminal proceedings look like? what are the rights of a witness in a criminal case? is the client, as a witness in criminal proceedings, able to use the assistance of a proxy? can the client refer to the testimony given to the police during the proceedings? will the client be questioned at the hearing together with husband, who is also a witness in this case, can the client read the testimony given to the police",criminal law
1289,whether the client is obliged to send medical records of minors to the court at his own expense,medical law
1290,Can a real estate manager who has been entrusted by the developer with the management of a common property in the form of a notarial deed to resign from the management board and hand over the management of the property to another entity without involving the housing community?,civil law
1291,"Is the so-called Covid allowance available to hospital employees, e.g. electrical technicians, who may be exposed to virus infection?",medical law
1292,how the client should behave now,medical law
1293,what date the client should use for adopting the resolution,civil law
1294,"whether a small access plot one meter wide can, in accordance with the regulations, constitute an access road to a larger plot",administrative law
1295,"whether optout clauses are still in force due to the pandemic, can they be terminated, can a resident doctor be obliged to be on duty in a different department than that provided for in the specialization program, is it possible for a resident doctor to be on duty independently?",pharmaceutical law
1296,Can the client request that the management board of the housing association reduce the costs of maintaining the common property,civil law
1297,whether the client was obliged to issue a death certificate at the request of the police,medical law
1298,who can serve as chairman of the nosocomial infection control team,medical law
1299,"how long before prescriptions can be disposed of, contracts with pharmaceutical companies, financial documents, settlement invoices, etc",pharmaceutical law
1300,what a client can do in this situation,administrative law
1301,"after the death of the client's mother, will the cars become the property of the client or the property of the client's father? Can the client's mother, during her lifetime, prepare a document declaring who will inherit the cars? If so, what is the name of such a document, in what form should it be prepared and what should be written in it, or in the case If such a document is not prepared, it will be necessary to apply to the court to determine who becomes the owner of the cars",civil law
1302,how will the inheritance of the share in the ownership of real estate proceed after the death of one of the client's parents? how will the inheritance of the share in the ownership of the real estate proceed after the death of the client's other parent? Is it necessary to prepare a will for the client to inherit the parents' shares in the ownership of the real estate?,civil law
1303,whether employees can refuse to work long hours on Mondays and Tuesdays,labor law
1304,what is the issue of the client's liability in this case,medical law
1305,whether the provisions of the section require changes or whether the client's insurer will cover the compensation under third party liability insurance,other
1306,"Does a hospital have to join employee capital plans? Can employees refuse to join employee capital plans? If a hospital joins employee capital plans, can employees withdraw from them individually?",labor law
1307,"in what form to conclude a loan agreement, will the interest in PLN be subject to taxation, or can a mortgage be established on the property purchased by the client's daughter and her husband?",civil law
1308,Can a pharmacist refuse to fill a paper prescription without a barcode issued for a fee?,pharmaceutical law
1309,"what if the patient does not answer the phone, should the client extend the isolation?",medical law
1310,Is it permissible to transform part of a residential premises into a commercial premises and how to do it?,administrative law
1311,Is it possible to locate a vaccination point at school?,medical law
1312,"If there is a window between the pharmacist and the patient in a pharmacy, does the pharmacist have to wear a mask?",medical law
1313,Can the client send the prescription to the prosecutor's office?,criminal law
1314,"whether a person who performs commissioned activities at work and at home when needed and works in the registration office once a week, depending on the doctors' recommendations, can be employed on a mandate contract or must he or she have an employment contract, who could possibly question the nature of such a contract",labor law
1315,Can the client resign from participating in the team's work because the employer did not respond to her written resignation?,labor law
1316,"Can the bank refuse to provide information that the loan has been repaid? If the bank refuses, what should be done next in this situation?",civil law
1317,Can the client work in her spouse's office during parental leave?,medical law
1318,Can the employer set Sunday holiday hours from Sunday to Monday? Can the employer freely set working hours when working in an equivalent work system?,labor law
1319,Can the road manager be held responsible for the damage?,administrative law
1320,what legal regulations require snow removal from roofs,administrative law
1321,"Can the client apply to the court to incapacitate her mother? What is the incapacitation procedure? If the mother were to become incapacitated, would the client be able to oblige her sisters to contribute to the costs of her mother's care?",medical law
1322,"whether and how the parents of an adult daughter suffering from psychosis can report her disappearance, indicating that she is endangering her own life and the life of other people",criminal law
1323,"what the client can do in this situation, why the change of decision was delivered to the workplace first and not to the client",labor law
1324,whether the three-year work experience required to become a manager of a community pharmacy applies only to work in a community pharmacy,pharmaceutical law
1325,what can you expect at this meeting what should you prepare should you hire a lawyer and appear there with him is it unnecessary if the court discontinues the case will any lawyer's costs be covered by the accuser is the appearance necessary?,criminal law
1326,how the client can appeal against the court's decision,criminal law
1327,what should the client's brother do in this case to avoid repaying the loans,criminal law
1328,how can a housing community prohibit parking of trucks on the internal premises of the community?,administrative law
1329,Can the patient release the client from medical confidentiality? How will the deadline for responding be counted? Are there any consequences of the fact that the client did not respond to the letter on time?,medical law
1330,"what to do next if the head of the tax office refuses to accept the application for switching to a tax card, how much time does the head of the tax office have to make a decision on the tax card and how much time does the client have to respond to this decision?",tax law
1331,whether the client is obliged to have a cash register,tax law
1332,whether the client will be entitled to the pharmacy manager's remuneration while taking holiday leave whether the client will be able to take holiday leave after parental leave how the client can terminate the contract and when the contract will be terminated,labor law
1333,how the community can demand a refund of the advance payment,civil law
1334,"Will the client, after the death of her brother, be obliged to pay a compulsory share in favor of her brother's surviving daughter? Will the client have any obligations towards her daughter as a result of donating her share in the ownership of the real estate to her son?",civil law
1335,when should the employee be informed that the employer will demand reimbursement of costs related to the breach of employee duties? is the employee obliged to sign the settlement proposed by the employer?,labor law
1336,Is the part of the statement in which he agrees to work more than hours a day legal?,labor law
1337,what the client will be able to do if he or she is treated unequally by the employer,medical law
1338,what steps the client can take in connection with the presented facts,criminal law
1339,Can the new management board of a limited liability company sign an agreement with the National Health Fund before entering it in the commercial register?,civil law
1340,whether the hospital's behavior is legal,medical law
1341,whether the hospital's behavior is legal,medical law
1342,Can the customer change the door locks?,civil law
1343,what are the criteria for opening a new pharmacy in rural areas? Does the demographic criterion include pharmacy points or only pharmacies in the number of pharmacies in a given area?,pharmaceutical law
1344,whether the client can perform a biopsy without a radiologist and without training,medical law
1345,what rights and obligations a person summoned to testify as a witness in civil proceedings has,medical law
1346,Is it possible to convene a meeting of the housing community during the current coronavirus epidemic? In what form can such a meeting be held?,civil law
1347,Can a dentist prescribe amantix containing amantadine sulfate?,pharmaceutical law
1348,whether the director's behavior is legal or whether the client can sign an employment contract as a resident with another entity,medical law
1349,whether the client will be exempt from medical confidentiality and in what form the client should provide explanations,medical law
1350,in what share the client and the children of the client's deceased husband will inherit the estate,civil law
1351,"Does the fact that the client's borrower, a general partnership, has been removed from the national court register has a negative impact on the client's ability to collect the debt?",civil law
1352,When should the client give notice of termination of the employment contract so that the notice period is one month?,labor law
1353,Is the client obliged to sign the workplace regulations? Will the client be obliged to comply with the workplace regulations even if she does not sign them?,labor law
1354,"If the client had to change his job position with his current employer due to his inability to work in his current position, can the employer change his current pay conditions?",labor law
1355,whether the client is obliged to undergo the indicated vaccinations,labor law
1356,Can a client who specializes in pediatrics be forced to work independently in the internal medicine ward?,medical law
1357,"whether the conclusions from the opinion regarding reference number are valid in the light of the provisions of the regulation of the Minister of Health on infectious diseases giving rise to the obligation to hospitalize, isolation or isolation at home and the obligation to quarantine or epidemiological supervision",medical law
1358,whether the client's wife is obliged to provide medical records if she has doubts as to whether the child's father has parental authority or whether both parents have the right to access the child's medical records independently of each other and at the same time,medical law
1359,Can a resident doctor client work in the office of her spouse running an individual medical practice during her parental leave on a basis other than an employment contract?,medical law
1360,how doctors can defend themselves or a resident doctor can work in the intensive care unit,medical law
1361,what the client can do in this case,administrative law
1362,whether the client is entitled to a Covid supplement,medical law
1363,whether company a could acquire shares in company b,civil law
1364,Can a trainee doctor qualify patients for vaccinations against Covid without supervision? How is the issue of remuneration for a trainee doctor for carrying out qualifications for vaccinations against Covid? Should the employer's order regarding the above-mentioned activities be issued in writing?,medical law
1365,Can the employer only offer the client a contract for an indefinite period or is a fixed-term contract also possible?,labor law
1366,Can the client waive the Covid allowance? Can the hospital make the client's referral to an external internship conditional on her waiving the Covid allowance?,medical law
1367,Can the client waive the Covid allowance? Can the hospital make the client's referral to an external internship conditional on her waiving the Covid allowance?,medical law
1368,"which legal acts contain guidelines on what information a medical entity must make public for beneficiaries, both for an entity providing services financed by the National Health Fund and a private entity that does not have any contracts with the National Health Fund",medical law
1369,whether the remuneration offer is legal,medical law
1370,whether the client is entitled to a Covid allowance for work previously performed,medical law
1371,"what is the procedure and method of applying disciplinary penalties, with particular emphasis on the circumstances until which the employer may impose a disciplinary penalty on an employee?",labor law
1372,whether the customer should collect the parcel or whether the customer can get her money back,administrative law
1373,what is the deadline for filing an extraordinary cassation in a client's case what authority is authorized to verify the court's substantive errors in a given case,criminal law
1374,"whether, as part of the demand for an entity performing medical activities, the pharmacy can complete a transaction involving pharmaceutical raw materials",pharmaceutical law
1375,"From July this year, all doctors who have not signed a contract with the National Health Fund and do not agree to the inspection of medical records by National Health Fund officials required in the contract will be deprived of the possibility of writing prescriptions for psychotropic drugs from the so-called group IV",medical law
1376,"In the opinion of the team of lawyers from Lex Secure, are there any doubts regarding the compliance of the Act on the health care information system with other legal acts, e.g. with the Constitution regarding citizens' rights to privacy and protection of their personal rights?",medical law
1377,Is the insurer justified in asking the client to present documents for a hospital stay? Is the client entitled to payment of benefits for her husband's stay in the hospital?,civil law
1378,whether the customer is obliged to pay VAT,administrative law
1379,how the client can act on the issue of mismanagement of the community management board,civil law
1380,what actions the client can take if she does not agree with the amount of compensation for towing the vehicle,civil law
1381,Can a dentist without specialization who has participated in numerous courses and has many years of clinical experience be recognized as an orthodontic specialist?,medical law
1382,"Can a client, being the owner of a clinic, also be the manager of a pharmacy point with a qualification as a pharmaceutical technician?",pharmaceutical law
1383,Does the law allow a paramedic to perform tests commissioned by a healthcare entity?,medical law
1384,How should the hospital director apply to the National Health Fund to obtain Covid benefits for employees working in the emergency room?,medical law
1385,whether the client can provide the insurer with the medical records of the deceased patient,medical law
1386,whether the client will be able to build another building on the plot without a building permit,administrative law
1387,Can the client stop being on duty in connection with the content of Article and section d of the Act on the Professions of Doctors and Dentists? Does the declaration on raising a child under the age of 18 have immediate effect for the employer?,medical law
1388,how the will is read and what results in testamentary disinheritance,civil law
1389,Can you cover your face with a face shield and scarf and what are the possible sanctions for not wearing a mask?,criminal law
1390,whether the client was rightly fined,administrative law
1391,how the client can protect himself from complaints from patients who indicate that he refuses to provide medical assistance,medical law
1392,who can become the manager of a hospital pharmacy after April? Do you need to have completed specialization in hospital pharmacy to become the manager of a hospital pharmacy after April?,pharmaceutical law
1393,what the client can do in this case,civil law
1394,"whether the gtu code must be included on each invoice or if two prescriptions are issued to two different people, the client can issue an invoice covering payment for both prescriptions to one of these people",tax law
1395,whether the hospital director had the right to delegate the client to work in another hospital unit whether the client is entitled to reimbursement of costs related to commuting to the new place of work whether the client is covered by insurance under the employment contract what to do if the client is not trained to work in the new place,medical law
1396,how to obtain consent for a procedure or vaccination in the case of elderly patients unable to consciously express their will,medical law
1397,who bears the costs associated with calling for a settlement hearing,civil law
1398,"whether the client has the opportunity to take up employment in another enterprise before the expiry of the notice period if the answer to the first question is negative, can the client demand compensation from the current employer?",labor law
1399,Will the client be exempt from VAT?,tax law
1400,How can the client terminate an employment contract concluded for a fixed period as quickly as possible? What is the notice period for the client?,labor law
1401,"in what situations, a psychologist who receives information about committing a crime during therapy is obliged to report this fact to law enforcement authorities. Is the psychologist obliged to inform the patient that he will make an appropriate report to law enforcement authorities?",criminal law
1402,what rights and obligations does a person summoned to be a witness in civil proceedings have? what is the client's liability in the case in question?,medical law
1403,whether the client is entitled to an allowance,medical law
1404,Can the client apply for the supplement payment directly from the National Health Fund?,medical law
1405,what are the grounds for the liability of a doctor conducting treatment in an individual medical practice,medical law
1406,"which medical entity should pay a Covid allowance to a resident doctor who is completing an external internship provided for in the specialization program and, as part of the internship, provides medical services in a hospital emergency department and emergency room",medical law
1407,what should the client include in her explanation to the Greater Poland Medical Chamber regarding the preparatory proceedings conducted by the prosecutor's office in which she appears as a suspect?,medical law
1408,whether it is justified for the client to appeal against the termination of the employment contract,labor law
1409,"can a medical entity, a hospital pharmacy, purchase the medicinal product tirosint sol, unregistered in Poland, from the drug manufacturer ipsen poland sp z o.o.",pharmaceutical law
1410,"If the client's son registers as an unemployed person, will the client still be able to settle income tax with her son?",labor law
1411,"how far in advance should the employer inform the employee about a business trip? Does the employer have special obligations during the epidemic when organizing a business trip, e.g. providing single rooms in a hotel?",labor law
1412,whether the director of the healthcare entity has the ability to order the preparation of such a list,administrative law
1413,whether it is forbidden to indicate the result of measuring the patient's temperature after coming to the office during an epidemiological survey whether a doctor running a private office has the right to refuse to send invoices to patients to the e-mail address whether a doctor running a private office has the right to refuse to provide medical records to the e-mail address provided by the client,medical law
1414,"does the client, who wants the receptionist to prepare the patient's medical documentation the next morning, have the option of sending an SMS message containing the patient's name and surname to the telephone at the reception desk? does the regulations require that during the PDO inspection, the entity must have documents confirming the periodic change of passwords in the computer system",administrative law
1415,whether the client can conclude a contract for the provision of medical services with another doctor running an individual dental practice,medical law
1416,What legal options does the client have to apply for a correction to the transcript?,medical law
1417,Is a senior pharmaceutical assistant working in a company pharmacy obliged to complete hospital specialization?,pharmaceutical law
1418,whether a client who has the right to practice the profession can open a pharmacy in partnership with a person who does not have the right to practice the profession of pharmacy technician,pharmaceutical law
1419,Is a doctor who works in a medical care facility with frequent cases of Covid entitled to the so-called Covid allowance?,medical law
1420,Can the client withdraw the termination of the employment contract? Residency. Does the voivode have to designate a different place for residency if the occupational medicine doctor finds that the client cannot work in a Covid hospital in Greater Poland?,medical law
1421,does the fact that the client got married only last year affect the size of the shares in the company she inherited? Her husband had already been running the business much earlier,civil law
1422,how to calculate the amount of leave for a full-time employee,labor law
1423,"Is the client obliged to comply with the request within days? If so, should the client send copies or originals of medical documentation to the court?",other
1424,"Can the community adopt a resolution that was originally supposed to be adopted at the annual meeting on the current date, i.e.",medical law
1425,whether the client is entitled to a Covid supplement,medical law
1426,whether the driver had the right to refuse to execute the command,labor law
1427,what are the rights and obligations of the client during the hearing as a witness? Will medical confidentiality apply during the client's hearing?,criminal law
1428,how the monthly notice period for terminating an employment contract is calculated,labor law
1429,"in what situations, during therapy, a psychologist who receives information about committing a crime in the past is obliged to report this fact to law enforcement authorities",criminal law
1430,Can octenisept be invoiced for a company other than a medical entity or a beauty salon?,pharmaceutical law
1431,What specialization should you have as a senior pharmaceutical assistant?,medical law
1432,whether the client is obliged to complete and sign such a letter or is he entitled to a Covid allowance without it? How is the amount of the Covid allowance calculated for individual days worked with Covid patients or from the total monthly salary?,medical law
1433,Is it true that the National Health Fund may withdraw the reimbursement of a prescription drug intended for external use in the event of an imprecise dosage being included in the prescription? Does describing the method of drug dosing with a Roman numeral result in the withdrawal of the refund? Can the drug dosage frequency be written abbreviated?,pharmaceutical law
1434,what are the rights and obligations of the client during the hearing as a witness? Will medical confidentiality apply during the client's hearing?,criminal law
1435,"whether during work under the referral to work based on the voivode's decision, the client has the opportunity to take holiday leave whether during work under the above-mentioned referral, the client has the opportunity to take six days of training leave",labor law
1436,whether the client has grounds to apply for payment of the so-called Covid supplement,medical law
1437,Is the employer's behavior correct? What legal options does the client have?,labor law
1438,what steps a client can take to obtain the full allowance,medical law
1439,"whether the same provisions regarding exemption from medical confidentiality apply to doctors and psychologists, if so, in civil proceedings, if the court does not release the party from medical confidentiality or psychologist confidentiality, this person cannot be a witness in the case or if an examination is carried out by a court expert, for example a psychiatrist or an internist and the party attends the examination while on sick leave, whether such an examination was performed validly",medical law
1440,what does settlement with the law firm on a commission basis involve? Can the client receive money on her account and transfer it to the law firm?,civil law
1441,whether the hospital director had the right to delegate the client to work in the night and holiday health care department; can this delegation last longer than months?,medical law
1442,whether the hospital director had the right to delegate the client to work in the night and holiday health care department; can this delegation last longer than months?,medical law
1443,whether generally applicable regulations specify how many seats should be provided in the waiting room at a practice run as part of an individual medical practice,administrative law
1444,whether the client should issue a certificate of health status of an adult patient to the patient's mother in order to enable the submission of an application for incapacitation of the patient,medical law
1445,Can an owner who is not a pharmacist transform a pharmacy into a company or some other form of business with a pharmacist client?,civil law
1446,Is the customer obliged to register with bdo? How can the customer register?,administrative law
1447,What can the client do to stop the construction of a house on a neighboring property?,administrative law
1448,how the client's liability is shaped in the case in question,medical law
1449,whether the seizure was made in accordance with the currently applicable legal order,civil law
1450,"Can the board be placed in a different place than the one indicated in the photo, i.e. instead of on the right side of the window, on the left side of the window?",administrative law
1451,"whether a crime has been committed in the case in question, whether the case should be reported to the police and if so, who should do it - the doctor, pharmacist or client may be liable to disciplinary action",criminal law
1452,whether the employer's position is correct,labor law
1453,"If the client is transported with the patient to another hospital, if something happens, will she be protected by her employment contract and will she be liable?",labor law
1454,what legal acts the client should become familiar with in connection with the changes in pharmaceutical law coming this year,other
1455,Can the community rent parking spaces that are in the shade for a fee? Can the community fence off parking spaces and give the key to people who are interested in renting them?,civil law
1456,"how to mark the day of termination of work on the employment certificate, whether the client is entitled to remuneration from the current employer",administrative law
1457,how to conduct inheritance proceedings and whether there is a maximum time within which they should be carried out,civil law
1458,Can an employer record voice and image in the driver's cab? In what situations can an employer view monitoring recordings? Can an employer record voice and image in order to humiliate employees?,administrative law
1459,"Is it possible to provide services to a medical entity within an individual medical practice only at the place of call, e.g. if the answer to the above question is affirmative? In the case of providing services to a medical entity, the client could issue prescriptions for his/her individual medical practice only at the place of call whether the law stipulates in a comprehensive manner, the equipment that a doctor conducting an individual medical practice should have only at the place of call",medical law
1460,Can the client still register her employees for vaccinations against Covid?,medical law
1461,whether the client is entitled to take leave from work in connection with child care,labor law
1462,"Is the client currently entitled to a compensatory allowance due to the inability to be on-call and, if so, how should it be calculated if the client has also not been on-call in recent months?",labor law
1463,whether the client has the opportunity to apply for a salary supplement,medical law
1464,whether the employer can remove an employee from work as a penalty for violating employee duties whether the employer can temporarily delegate an employee to perform other work whether the employer can force the employee to take annual leave,labor law
1465,Can the client request a refund of the overpayment for water from the owner?,civil law
1466,whether the delegation to work on Covid beds issued by the hospital director in oral form is binding on the client,labor law
1467,Can the employer shorten the notice period without the client's consent? Can the employer decide to pay the client a cash equivalent instead of granting her leave?,labor law
1468,what are the rules of civil criminal and disciplinary liability of a pharmacy and a pharmaceutical technician in the event of incorrect dispensing of a medicine,pharmaceutical law
1469,whether the contractual provisions mentioned by the client are favorable to him and in accordance with the law,other
1470,whether the client can perform duties under a civil law contract in another entity,labor law
1471,whether a temporary employee can receive fewer days of leave than specified in the employment contract concluded with the temporary employment agency,labor law
1472,whether the client can be delegated to work in another department,labor law
1473,how the client should behave in order to change the working conditions of one of the client's employees,labor law
1474,Can a client who is employed under a civil law contract be directed by the voivode to work on combating the epidemic? Can the client be delegated to work on fighting the epidemic to another entity by her client?,medical law
1475,what is the maximum amount of the covid allowance,medical law
1476,whether an intern can additionally work under a contract of mandate in the parent unit outside the internship hours,medical law
1477,"If two parents raise a child up to 18 years old and one of the parents is a doctor, can he be assigned to work in combating the epidemic by the voivode?",medical law
1478,whether there is a possibility that the client will suffer negative consequences under disciplinary proceedings in connection with the pharmacy technician's mistake,pharmaceutical law
1479,what the client should do if a patient came to her demanding compensation in connection with a possible medical error,medical law
1480,"Will an employee who has not been at work since April be entitled to remuneration? If the employment contract is terminated due to the employee's fault, will the employee be able to use annual leave for April?",labor law
1481,whether a doctor running an individual medical practice can employ another doctor,medical law
1482,Should the client indicate in her declaration that she is not subject to assignment to work to combat the epidemic?,labor law
1483,what notice period applies to the client,labor law
1484,whether changing the administrator of a shared property requires the form of a notarial deed,civil law
1485,Is an oral agreement regarding changes in working conditions and pay binding? Can the client demand employment under new conditions? What could the client do if the employer did not agree to change working conditions and pay?,labor law
1486,Can an insurance company request access to medical records from a doctor?,medical law
1487,Who should be notified about the liquidation of a pharmacy point? What is the notice period for a permit to operate a pharmacy point?,pharmaceutical law
1488,Are people employed in a pharmacy under a civil law mandate contract obliged to provide a certificate of ability to work issued by an occupational medicine doctor?,labor law
1489,whether the employer can change working and pay conditions during the term of the client's new contract,labor law
1490,Can the client take up additional work in a rehabilitation center that is not the parent unit where she is completing her postgraduate internship?,medical law
1491,"how co-owners of a tenement house should settle accounts, what action the client's husband can take in this matter",civil law
1492,on what legal basis was the order of the Minister of Health issued and then the order of the president of the National Health Fund addressed to medical entities to limit the provision of health services in connection with the current Covid pandemic,medical law
1493,how the customer should react to the buyer's claim,civil law
1494,whether the client should provide medical records or whether the client should answer questions about the patient's treatment at the court's request,medical law
1495,where to submit an application for an examination of the patient's treatment course,criminal law
1496,"whether, in the event of filing an appeal against the voivode's decision to assign work to combat the epidemic, the client may not report to work at the place indicated in the decision, is attaching the child's birth certificate to the appeal against the decision as evidence justifying the prevention of referral, is it sufficient? is the appeal template sent by the client from the decision is suitable for application",medical law
1497,"who grants leave for the duration of the internship, who should grant consent to extend specialization, in what form should the client apply for leave, can the director demand that the client undertakes to work in the same hospital upon her return, could the client terminate the employment contract if she was not granted leave?",medical law
1498,whether the cooperative can demand access to the premises,civil law
1499,how the client should behave in the presented situation,criminal law
1500,whether the action of the hospital management related to the payment of the Covid allowance is correct,medical law
1501,What formalities are involved in taking over a pharmacy? Is there a need to re-obtain a permit to operate a pharmacy?,pharmaceutical law
1502,what legal consequences exist for the client in connection with the voivode sending him to work in a temporary hospital,medical law
1503,what is the liability of partners in a limited liability company and how are profits distributed in a limited partnership?,civil law
1504,how the profit of a limited partnership is taxed,civil law
1505,Can a limited liability company be a general partner in a limited partnership? Can a partner in a limited liability company that is a partner in a limited partnership also be a partner in a limited partnership?,civil law
1506,whether the insurer's refusal was justified,other
1507,whether a commercial proxy or general attorney entered into the CEIDG as cooperating with the client's medical practice can be classified as belonging to a group in accordance with the regulations governing vaccinations against Covid whether a private medical practice limited to the place of operation of the medical entity can employ an administrative employee on a contract basis,medical law
1508,how the client's liability is shaped if the National Health Fund imposes a penalty on the entity,other
1509,what legal steps the client can take next,medical law
1510,"whether employees receiving different remuneration for performing the same work, the same duties and bearing the same responsibility can be treated as unequal treatment. Can the employer prohibit employees from talking about earnings even though there is no such provision in the employment contract?",labor law
1511,whether and when the employer may recall an employee from additional leave granted to persons employed in an equivalent working time system in accordance with the work regulations,labor law
1512,Will the client have to conclude a new employment contract? Will the client have to conclude a civil liability insurance contract? Who will act as the specialist manager and will he be liable for the client's mistakes? Will the client's specialization be extended due to delegation?,medical law
1513,"Should a beauty salon have a fire extinguisher? If so, what size?",administrative law
1514,whether the client acted appropriately in the situation in question,medical law
1515,whether the termination of the employment contract submitted by the client is effective,labor law
1516,"what is the length of parental leave, when can a client take parental leave, how to apply for voluntary sickness insurance",labor law
1517,how the client should respond to the request received from the medical chamber,medical law
1518,whether the assignment of a resident doctor to work in combating an epidemic by an oral order pursuant to Article 3(1) of the Act on the Professions of Doctors and Dentists results in an extension of the period of specialization. How should the resident doctor document the delegation if it is based on an oral order and the fact of the delegation is crucial in terms of possible extension of the specialization period,medical law
1519,whether the client can provide services under a contract for the provision of medical services,medical law
1520,Is it possible to increase the staff of a general partnership without changing the permit to run a pharmacy?,civil law
1521,what is the responsibility of a doctor who reports himself for duty in a Covid ward?,criminal law
1522,what the client should do to avoid losing her internship,medical law
1523,Can the client sell her daughter's apartment?,civil law
1524,what rights and obligations the client has in connection with being summoned by the professional liability attorney to be interviewed as a witness,criminal law
1525,whether an insurance company can demand access to medical records from a doctor without attaching the patient's consent,medical law
1526,whether it is necessary to wear a mask in accordance with the law and case law,criminal law
1527,"whether building a Dutch house with an area of ​​less than 100,000 m on a plot belonging to the client requires a notification or building permit",administrative law
1528,Is it possible to reduce working hours when an employee is on vacation?,labor law
1529,whether the client has the possibility of effectively appealing against the voivode's decision to assign work to combat the epidemic,medical law
1530,whether the client should send the patient's medical records whether the client should provide the policy number whether the client can charge a fee for providing medical records,medical law
1531,"whether the client, being a dentist without specialization in dental surgery, can work in a hospital maxillofacial surgery department",medical law
1532,Can the client apply for compensation for unequal treatment at work by sending a letter to the management? Should compensation be sought in court? Should the notice of termination of the employment contract be signed?,labor law
1533,"Can one of the parents be obliged to work and the other stay with the children if the voivode directs him to work to combat the epidemic, or can both parents be obliged to work?",medical law
1534,Can a tenant indicate a house of which he is a co-owner as an alternative premises and sign the declaration himself?,medical law
1535,whether the customer is obliged to have a cash register,tax law
1536,Will the client lose the progress of her diploma internship in Poland when going for an internship abroad?,medical law
1537,whether the conclusions of the opinion about the reference number will change in the light of the testator's will,civil law
1538,Can viregytk be sold under prescription with a fee?,pharmaceutical law
1539,whether the client was obliged to complete an epidemiological survey,medical law
1540,how the basis of responsibility of the client and the healthcare entity is shaped,medical law
1541,Is it permissible to transform a non-residential premises into a residential premises and how should it be done? Should a change in the use of the premises be associated with changes in the land and mortgage register?,administrative law
1542,Can a funeral home send scans of a paper invoice without the client's consent?,tax law
1543,what is the liability for medical errors of a resident doctor working in a Covid ward? can it be excluded under an appropriate clause in the employment contract? is criminal liability of resident doctors excluded during the epidemic?,medical law
1544,Can a medical entity recall a client from holiday leave?,labor law
1545,Will pharmacists' children be able to go to nursery and kindergarten after March due to the closure of kindergartens as children of medical workers and security services?,medical law
1546,what is the maximum allowable height of the fence between plots with single-family houses,administrative law
1547,Does the lease expire in the event of the lessor's death? Or does the lessor's legal successors join it by operation of law? Or maybe the contract should indicate what happens after the lessor's death?,civil law
1548,"whether a resolution granting the consent of the housing community is required to divide a residential property into commercial and residential premises, if a resolution of the community is necessary, is it possible to legally oblige a member of the community who would not consent to it to do so when determining the size of shares in the common parts of the property? what documents, apart from those presented, should the client prepare to divide the real estate at the notary's office? Can the client divide the premises and transfer ownership of one of them through a donation during one meeting at the notary's office?",civil law
1549,whether the client can be delegated to work in a Covid ward,medical law
1550,"Can an employer force an employee to be vaccinated against COVID? Can an employer dismiss an employee for this reason with disciplinary action? If an employee refuses to be vaccinated, should he cover the costs of tests related to it?",labor law
1551,whether the hospital's actions are correct,medical law
1552,how a client's wife can obtain information about an attempted search of the office,criminal law
1553,Can the client have her tooth removed without her parent's consent?,medical law
1554,"To whom should the client apply for payment of this allowance, to the medical entity or directly to the National Health Fund?",tax law
1555,Is it legal to purchase the Windows operating system from the lessee who purchased the system after the leasing period?,other
1556,whether the owner of the premises was entitled to submit an application for justification of the judgment or whether the housing community must bear the costs of such an application,civil law
1557,whether a doctor assigned to work to combat the epidemic by the voivode's decision is entitled to a Covid allowance,medical law
1558,what the client can do in connection with the letter received,criminal law
