id,sample,label

1141,w jaki sposób należy rozumieć i od kiedy obowiązuje   ust  pkt  lit b rozporządzenia ministra zdrowia w sprawie recept,prawo medyczne

1142,czy przychodnia może nie wydać dokumentacji medycznej rodzicowi małoletniego pacjenta gdy ma on pełnię władzy rodzicielskiej,prawo medyczne

1143,czy okoliczność że pod numerem księgi wieczystej wskazanej w umowie znajduje się nieruchomość należąca do miasta może mieć znaczenie dla nabywców mieszkań czy wartość hipoteki może przewyższać wartość mieszkań czy okoliczności że część działki należała do przedszkola i w miejscowym planie zagospodarowania przestrzennego jest przeznaczona do działalności oświatowej może mieć znaczenie dla nabywców mieszkań co oznacza postanowienie  nie składają wniosku o doręczenie im zawiadomienia o wpisie za pośrednictwem systemu teleinformatycznego na konto wskazane w tym systemie czy przesłany przez klienta wzór umowy zawiera niekorzystne postanowienia umowne,prawo cywilne

1144,czy pracodawca może polecić klientowi kwalifikowanie pacjentów do szczepień na covid bez zmiany umowy o pracę czy za kwalifikowanie pacjentów do szczepień przysługuje dodatek do wynagrodzenia,prawo medyczne

1145,czy lekarzowi stażyście pracującemu na oddziale sor przysługuje tzw dodatek covidowy,prawo medyczne

1146,czy postępowanie szpitala narusza prawa pracowników a w szczególności przepisy prawa atomowego przez wystawienie pracowników na duże promieniowanie jonizujące,prawo medyczne

1147,w jakich sytuacjach pracodawca może odmówić pracownikowi urlopu na żądanie,prawo pracy

1148,w jaki sposób należy rozumieć treść art    ustawy z dnia  czerwca  r  kodeks pracy czy pracownik jest zobowiązany odebrać harmonogram pracy w wyznaczonym przez pracodawcę miejscu,prawo pracy

1149,czy domownicy klientki podlegają kwarantannie,prawo medyczne

1150,jakie uprawnienia przysługują klientowi jako konsumentowi w związku z wadą zakupionego przez internet przedmiotu,prawo cywilne

1151,czy klientka może wystawić receptę w formie papierowej pro auctore lub pro familiae,prawo farmaceutyczne

1152,czy nocna i świąteczna opieka zdrowotna jest zobowiązana do stwierdzania zgonów czy obowiązek stwierdzania zgonów wynika z umowy klienta,prawo medyczne

1153,jak zakończyć działalność i zlikwidować spółkę partnerską,prawo cywilne

1154,czy klientka może ubiegać się o możliwość wypisywania recept pro auctore jeżeli obecnie klientka nie wykonuje zawodu,prawo farmaceutyczne

1155,czy tzw zejście lekarza po dyżurze wlicza się do czasu pracy lekarza i należy się za ten czas wynagrodzenie czy klient będzie musiał odpracować czas przeznaczony na zejście,prawo medyczne

1156,czy obowiązek wpisywania kodu icd w dokumentacji medycznej pojawia się zarówno wprzypadku wizyt prywatnych jak i na nfz,prawo medyczne

1157,czy w zaistniałych okolicznościach klient jak i lekarze z którymi współpracuje muszą posiadać zgody pacjentów na przetwarzanie ich danych osobowych,prawo administracyjne

1158,czy klient może wydać dokumentację medyczną zmarłego pacjenta znajomemu żony tego pacjenta jeżeli pacjent nie podjął za życia żadnej decyzji w tej sprawie,prawo medyczne

1159,czy klient może domagać się wypłaty świadczenia pieniężnego w związku z odejściem z pracy w ramach programu dobrowolnych odejść,prawo pracy

1160,jaka jest funkcjonalna różnica między rozwiązaniem które przewiduje kupno nieruchomości budynkowej wraz z nieruchomością gruntową dla których założono odrębne księgi wieczyste od kupna lokalu w dwulokalowym budynku gdzie nieruchomość gruntowa pozostaje we współwłasności właścicieli obu lokali,prawo cywilne

1161,czy lekarz powinien wystawić dwie dodatkowe faktury za listopad i grudzień i zapłacić podatek niezależnie od tego kiedy otrzyma dodatek,prawo medyczne

1162,co klientka powinna zrobić w przedmiotowej sprawie,prawo karne

1163,jak w przedmiotowej sprawie wygląda kwestia zachowku czy prawo do zachowku jest ograniczone w czasie,prawo cywilne

1164,w jakiej formie pracodawca może polecić klientowi kwalifikowanie pacjentów do szczepień na covid bez zmiany umowy o pracę,prawo medyczne

1165,czy pracodawca może uzależniać wypłatę tzw dodatku covidowego do wynagrodzenia od ilości godzin przepracowanych przez klienta z pacjentami z potwierdzonym zakażeniem koronawirusem,prawo medyczne

1166,czy przepisy powszechnie obowiązującego prawa wyznaczają kiedy skarbnik okręgowej izby aptekarskiej musi przedstawić sprawozdanie z wykonania budżetu oraz przedstawić projekt budżetu,prawo farmaceutyczne

1167,czy w zaistniałych okolicznościach umowa ustna jest ważna i wiążąca czy mąż klientki może skutecznie rościć od pracodawcy przyrzeczonej podwyżki za miesiące od których miała ona obowiązywać zgodnie z ustną umową czy niedotrzymanie warunków rzeczonej umowy ustnej po stronie pracodawcy jest podstawą do skrócenia okresu wypowiedzenia bądź daje możliwość rozwiązania umowy bez wypowiedzenia przez męża klientki czy w razie powyższego rozwiązania stosunku pracy klientowi przysługiwałaby odprawa czy ze względu na obecną sytuację pandemiczną klient mógłby zostać zwolniony bez wskazania przyczyny oraz bez wypłacenia odprawy,prawo pracy

1168,czy zapis aktu notarialnego wskazujący na skapitalizowaną wartość służebności udzielonych na rzecz dewelopera oznacza że powinien on wypłacić wspólnocie mieszkaniowej równowartość określonej wartości służebności jeżeli tak to w jakim czasie,prawo cywilne

1169,jakie możliwości ma klient w związku z uporczywą wymianą sprzętu na kolejne posiadające wady egzemplarze,prawo cywilne

1170,co może zrobić kupujący gdy po podpisaniu umowy przedwstępnej a przed zawarciem umowy przyrzeczonej sprzedawca umiera a kupujący chciałby zakupić dom jaka jest różnica zawarcia umowy przedwstępnej w formie umowy pisemnej i aktu notarialnego,prawo cywilne

1171,czy dodatek do wynagrodzenia lekarza rezydenta z tytułu zobowiązania się do wykonywania zawodu lekarza na terytorium rzeczypospolitej polskiej w podmiocie wykonującym działalność leczniczą finansowaną ze środków publicznych po skończeniu specjalizacji przez określony czas tzw bon patriotyczny jest stały przez cały okres rezydentury czy też ulega zmianie co w sytuacji wydłużenia się rezydentury o np urlop rodzicielski w jakich podmiotach klient musiałby pracować aby spłacić bon na jakiej podstawie prawnej musiałby pracować czy klient mógłby zrezygnować z bonu lub go nie odpracować czy poniósłby za to jakieś konsekwencje czy zasady odpracowania bonu czy kary za jego nieodpracowanie mogłyby w przyszłości ulec zmianie,prawo medyczne

1172,czy dyrektor szpitala mógł przyjąć że lekarze będą zgłaszani do dodatku covidowego dopiero wtedy gdy na oddziale będzie co najmniej  pacjentów chorych na covid,prawo medyczne

1173,czy przepisy uzależniają obowiązek przeprowadzenia sekcji zwłok od wieku zmarłego czy prokurator może bez oglądania zwłok zdecydować aby nie przeprowadzić sekcji zwłok,prawo karne

1174,w jaki sposób można reklamować przychodnię poz,prawo karne

1175,czy formularz krszr zgoda na pełnienie funkcji likwidatora oraz uchwała o powołaniu likwidatora zostały wypełnione w sposób prawidłowy,inne

1176,czy formularz krsx oświadczenie oraz uchwała zatwierdzająca sprawozdanie likwidacyjne zostały wypełnione w sposób prawidłowy,inne

1177,czy każdy pacjent u którego wykonano test przesiewowy w kierunku covid jest podejrzanym o zakażenie,prawo medyczne

1178,czy lekarz może odmówić pacjentowi badania jeżeli ten nie zgadza się na założenie maseczki ochronnej jeżeli tak to w oparciu o jaką podstawę prawną,prawo medyczne

1179,czy inspekcja sanitarna lub policja mogą nałożyć karę na pracowników apteki za niestosowanie się do obowiązku zasłaniania ust i nosa w aptece,prawo karne

1180,czy szpital może wypłacić klientowi jedynie dodatek za dyżury czy pracodawca może wymagać od klienta podpisania zobowiązania do uzupełnienia dokumentacji medycznej czy jeżeli klient podpisze to zobowiązanie to czy szpital może egzekwować zapłatę odszkodowania z tytułu nieprawidłowości czy szpital może zrzucić na lekarza obowiązek udowadniania kontaktu zpacjentem dodatnim,prawo medyczne

1181,czy obecnie istnieje obowiązek poinformowania właścicieli sąsiednich nieruchomości o wydaniu decyzji zmieniającej decyzję o pozwoleniu na budowę na sąsiedniej nieruchomości,prawo administracyjne

1182,czy pracownicy wspólnoty mieszkaniowej którzy zajmują kierownicze stanowiska mają nienormowany czas pracy,prawo pracy

1183,czy klientka może rejestrować należności pobierane od pacjentów na kasie podmiotu leczniczego z którym będzie współpracować czy powinna korzystać z własnej kasy fiskalnej co powinna zrobić klientka z kasą fiskalną dotychczas używaną w zawieszonej działalności gospodarczej,prawo podatkowe

1184,jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka,prawo karne

1185,czy pracodawca musi wysłać pracownika na okresowe badanie lekarskie,prawo pracy

1186,czy spółka będzie mogła uzyskać zmianę zezwolenia na prowadzenie apteki,prawo farmaceutyczne

1187,czy klient może rozwiązać umowę o pracę oraz umowę zlecenie w trybie natychmiastowym czy klient może zawrzeć nową umowę z innym pracodawcązleceniodawcą,prawo pracy

1188,czy pracodawca jeżeli nie udzieli urlopu klientowi będzie zobowiązany do wypłaty ekwiwalentu za niewykorzystany urlop czy niewykorzystany urlop oraz brak ekwiwalentu mogą skutkować prawem do wykorzystania urlopu u następnego pracodawcy klienta,prawo pracy

1189,czy umowa dzierżawy gruntu została sporządzona w sposób prawidłowy,prawo cywilne

1190,czy w równoważnym systemie czasu pracy pracownik może rozpoczynać pracę w drugiej dobie pracowniczej wcześniej niż w pierwszej przy zachowaniu przerwy między jednym a drugim dniem wynoszącej  godzin,prawo pracy

1191,czy klient może rozpocząć współpracę z inną przychodnią podstawowej opieki zdrowotnej w ramach prowadzonej przez siebie działalności gospodarczej,prawo cywilne

1192,czy zmiana maszynisty w pracy może trwać dłużej niż  godzin,prawo pracy

1193,czy klientka może rozpocząć inną pracę u innego pracodawcy nie rezygnując z urlopu wychowawczego czy klientka może zatrudnić się na pół etatu czy na cały etat czy chcąc rozpocząć pracę u innego pracodawcy na cały etat klientka musi najpierw zakończyć okres wypowiedzenia czy może już pracować w tym czasie czy pracując w dziale pharmacovigilance w firmie farmaceutycznej po  latach klientka straci uprawnienia do pracy w aptece ogólnodostępnej,prawo pracy

1194,czy fakt bycia zaszczepionym zwalnia z odbycia obowiązkowej kwarantanny po przekroczeniu polskiej granicy czy negatywny wynik testu zwalnia z konieczności odbycia kwarantanny,prawo medyczne

1195,czy pracodawca może polecić klientowi kwalifikowanie pacjentów do szczepień na covid bez zmiany umowy o pracę,prawo medyczne

1196,czy zachowanie dyrektora można traktować jako mobbing,prawo pracy

1197,czy w przedmiotowej sprawie rzecznik podlega odpowiedzialności karnej,prawo medyczne

1198,jaki organ należy zawiadomić o zakończeniu budowy i zgłosić do użytkowania,prawo administracyjne

1199,czy lekarz w przypadku w którym pracodawca nie zapewnił mu odpowiednich środków ochronnych przy pracy i wskutek tego lekarz zaraził się koronawirusem może pozwać pracodawcę i domagać się odszkodowania,prawo pracy

1200,czy klient może opisywać badania rentgenowskie i tomografii komputerowej czy klient może świadczyć usługi w zakresie komercyjnego wykonywania badań usg w podmiotach zewnętrznych zarówno w ramach finansowania nfz jak i badań prywatnych,prawo medyczne

1201,czy należy w pierwszej kolejności dokonać zmiany wpisu w księdze wieczystej czy sprzedaży nieruchomości na kim spoczywa obowiązek dokonania wpisu,prawo cywilne

1202,czy dokument msigm został wypełniony w sposób poprawny,inne

1203,w jaki sposób klient może stać się współwłaścicielem nieruchomości z jakimi kosztami będzie się to wiązało,prawo administracyjne

1204,w jaki sposób określić pokrewieństwo między zmarłą a synem klientki we wnioskuo wyrażenie zgody na odrzucenie spadku czy w uzasadnieniu wystarczy wskazać że zmarła najprawdopodobniej miała długi oraz że wszyscy inni spadkobiercy odrzucili spadek,prawo cywilne

1205,jak przedstawia się kwestia odpowiedzialności podmiotu leczniczego w przedmiotowej sprawie,prawo medyczne

1206,jak kształtuje się sytuacja podejrzanego w postępowaniu karnym,prawo karne

1207,czy klient może wysłać szablony statystyk w formie papierowej czy potrącenie było zasadne,prawo medyczne

1208,czy klientkę będzie obowiązywać tajemnica lekarska podczas składania zeznań przed sądem cywilnym,prawo medyczne

1209,czy klientka zobowiązana jest wydać pacjentowi całą jego dokumentację medyczną,prawo medyczne

1210,czy klientka jest zobowiązana do zapłaty kwoty żądanej przez narodowy fundusz zdrowia czy wpływ na powyższy obowiązek ma fakt iż klientka jest w ciąży,prawo medyczne

1211,czy klient będzie mógł przedłużyć termin lub odwołać się od unieważnienia umowy czy przebywanie na zwolnieniu lekarskim może stanowić podstawę odwołania,prawo medyczne

1212,jak rozliczyć dwuletni okres stażu technika farmacji jeżeli w jego trakcie technik przebywał na zwolnieniach lekarskich,prawo farmaceutyczne

1213,w jaki sposób powinna zachować się klientka,prawo medyczne

1214,czy klientka chcąc przyjąć na terapię dziecko w gabinecie psychologicznym powinna ona na własną rękę uzyskać zgodę ojca leczenie,prawo medyczne

1215,co może zrobić klient w przypadku ukazania się w prasie nieprawdziwego artykułu na jego temat,prawo administracyjne

1216,czy klientka może w dalszym ciągu ustosunkować się do wniosku wskazując iż nie zgadza się z zaproponowanym sposobem przeprowadzenia działu spadku,prawo cywilne

1217,czy notatka służbowa została sporządzona prawidłowo czy działania opisane przez klienta wyczerpują znamiona mobbingu dokąd można skierować informacje dotyczące stosowania mobbingu w zakładzie pracy,prawo pracy

1218,jak obecnie powinien zachować się klient i podmiot leczniczy,prawo medyczne

1219,czy stanowisko dyrekcji szpitala jest zgodne z prawem,prawo medyczne

1220,jak kształtuje się sytuacja podejrzanego w postępowaniu karnym,prawo karne

1221,czy pracodawca był uprawniony do złożenia klientce wypowiedzenia zmieniającego,prawo pracy

1222,jak w zaistniałej sytuacji kształtują się zasady odpowiedzialności klientki,prawo medyczne

1223,czy zarząd dużej wspólnoty mieszkaniowej może samodzielnie zabronić montażu klimatyzatora na dachu przez jednego z właścicieli,prawo cywilne

1224,czy opisane przez klientkę rozwiązanie byłoby zgodne z przepisami,prawo cywilne

1225,kto ponosi koszty wymiany bezpieczników licznikowych oraz samych liczników przynależnych do poszczególnych mieszkań we wspólnocie mieszkaniowej kto ponosi koszty związane ze zużyciem wody z pionu mokrego,prawo cywilne

1226,jaki okres wypowiedzenia znajdzie zastosowanie w niniejszej sprawie,prawo pracy

1227,czy klientka odpowiada za to aby w aptece był farmaceuta co w przypadku gdy klientka będzie musiała wziąć l a nie będzie innego farmaceuty który mógłby pracować w aptece czy klientka musi wypracowywać nadgodziny jakich czynności musi klientka dokonać w związku z zakończeniem zatrudnienia na stanowisku kierownika apteki co stanie się z niewykorzystanym urlopem klientki,prawo farmaceutyczne

1228,czy żona zmarłego może zostać przyjęta do grona członków spółdzielni,prawo cywilne

1229,czy możliwym jest darowanie kwoty  zł czy jeżeli obdarowana jest córką darczyńcy powstanie konieczność uiszczenia podatku od darowizn,prawo cywilne

1230,czy wspólnota może żądać ponownej naprawy stropu garażu,prawo cywilne

1231,czy w związku z ostatnimi zmianami przepisów co do uprawnień wymaganych przy zakupie ziemi rolnej klient mimo że posiadał wcześniej ziemię rolną poniżej  ha musi posiadać aktualne uprawnienia wykonany kurs do zakupu ziemi rolnej,prawo administracyjne

1232,jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka,prawo karne

1233,czy pracodawca może przenieść klientkę na inne stanowisko które nie jest związane z jej dotychczasowym miejscem pracy,prawo pracy

1234,czy klient może ponieść konsekwencje z tego tytułu że poznał wysokość wynagrodzenia innego lekarza i powołał się na tę informację w piśmie do pracodawcy,prawo pracy

1235,czy w okresie naprawy pojazdu klientowi przysługuje prawo do pojazdu zastępczego,prawo cywilne

1236,w jaki sposób należy rozumieć określony w ustawie o refundacji leków środków spożywczych specjalnego przeznaczenia żywieniowego oraz wyrobów medycznych termin na przesłanie zestawienia zbiorczego o którym mowa w art  ust  tej ustawy,prawo farmaceutyczne

1237,czy klient powinien udzielić odpowiedzi na otrzymane w wezwaniu od sądu pytania,prawo cywilne

1238,czy choroba klienta wpływa w jakiś sposób na jego postępowanie kwalifikacyjne czy klientowi przysługują dodatkowe uprawnienia w związku z chorobą,prawo medyczne

1239,co powinien zrobić klient w przedmiotowej sprawie,prawo administracyjne

1240,jakich czynności należy dokonać w przedmiotowej sprawie aby dziedziczyć po zmarłej matce,prawo cywilne

1241,jak powinien zachować się klient w związku z wezwaniem czy odpowiedź na zarzuty córki zmarłego została sporządzona poprawnie,prawo medyczne

1242,czy pracodawca w zakładzie pracy może udzielać dnia wolnego bezpośrednio po pracy w danym dniu bez wymaganego dobowego odpoczynku,prawo pracy

1243,czy obecnie znowelizowane przepisy dotyczące farmaceutów wykluczają możliwość pełnienia roli kierownika apteki w więcej niż jednym miejscu,prawo farmaceutyczne

1244,czy klientka ma obowiązek udostępnić pacjentce dokumentację medyczną która zapisana jest na płycie jakie dokumenty klientka powinna przygotować na rozmowę z pacjentką,prawo medyczne

1245,czy klientka może zmienić opis badania radiologicznego czy pacjent może żądać od klientki odpowiedzi w ciągu  dni,prawo karne

1246,czy klientka musi przyjąć zwrot bransoletki od kontrahentki,prawo administracyjne

1247,w jakim wieku dziecko może złożyć wniosek do sądu aby móc zamieszkać z drugim rodzicem,prawo cywilne

1248,czy klient może żądać zwrotu opłaty uiszczonej na poczet wydania nowej karty miejskiej,inne

1249,w jakim terminie organizator powinien zwrócić cenę biletu,prawo medyczne

1250,czy klientka musi wyrazić zgodę na proponowany przez pracodawcę system równoważnego czasu pracy taki system jest w zakładzie pracy czy klientka otrzyma  wynagrodzenia podstawowego w związku z pracą w szpitalu covidowym czy klientka może jednocześnie pracować w poz czy kwestie dotyczące pyt  powinny zostać ujęte w umowie o pracę,prawo medyczne

1251,w przypadku jakich nieruchomości występuje obecnie obowiązek uiszczania tzw podatku od deszczu,prawo podatkowe

1252,czy klientka może wystawić matce pacjentki zaświadczenie potwierdzające że prowadziła leczenie jej córki,prawo medyczne

1253,czy obecnie istnieje obowiązek udawania się na badania okresowe przez pracowników czy obecnie istnieje obowiązek zaliczenia okresowych egzaminów w celu zachowania świadectwa maszynisty,prawo pracy

1254,czy dyrektor szpitala może przenieść klienta do pracy na innym oddziale,prawo medyczne

1255,czy istnieje możliwość wnioskowania o umorzenie odsetek bądź umorzenie części wierzytelności obecnie będącej przedmiotem egzekucji komorniczej w jaki sposób sprawdzić krąg ewentualnych pozostałych wierzycieli po zmarłej kiedy upływają terminy przedawnienia dla ewentualnych roszczeń powstałych za życia zmarłej o których jeszcze nie wiadomo,prawo cywilne

1256,w jaki sposób klient może domagać się wypłaty dodatku w pełnej wysokości,prawo medyczne

1257,czy klient jest uprawniony do wykonywania zabiegów w prywatnym gabinecie urologicznym,prawo medyczne

1258,czy takie postępowanie pracodawcy jest prawidłowe,prawo medyczne

1259,w jaki sposób klient może odrzucić spadek,prawo cywilne

1260,czy wskazane przez klientkę rozwiązanie będzie zgodne w świetle obecnie obowiązujących przepisów,prawo medyczne

1261,czy w takich sytuacjach klientka może odmówić leczenia pacjentom czy klientka ma obowiązek zasugerować innego lekarza,prawo medyczne

1262,jakie konsekwencje może ponieść klientka w związku z przedstawionym stanem faktycznym,prawo medyczne

1263,czy pracodawca może zobowiązać lekarzy rezydentów do pełnienia dyżurów medycznych w sobotę,prawo medyczne

1264,jak uregulowana jest instytucja tzw zejścia po dyżurze,prawo medyczne

1265,czy klientka ma obowiązek wykonać polecenie pracodawcy czy zakres polisy oc którą posiada klientka pokrywa także badanie pacjentów skierowanych przez policję czy osoby współpracujące z podmiotem leczniczym na podstawie umów cywilnoprawnych również mogą zostać zmuszeni do badania pacjentów skierowanych przez policję,prawo pracy

1266,czy w związku ze zmianą nazwiska klientka musi zmienić nazwę spółki czy w związku ze zmianą nazwy spółki należy ponownie uzyskać zezwolenie na prowadzenie apteki,prawo cywilne

1267,na jaki maksymalny okres pracodawca może delegować pracownika do innej pracy niż wynikającej z umowy o pracę,prawo medyczne

1268,czy klient może wrócić na poprzednie stanowisko pracy czy można ukarać pracownika karą pieniężną i jednocześnie potrącić mu premię,prawo pracy

1269,czy klient może pracować przez  niedziele w danym miesiącu czy trzy kolejne niedziele na przełomie dwóch miesięcy wyczerpują ww limit,prawo pracy

1270,czy na podstawie decyzji wydanej przez wojewódzkiego konserwatora zabytków możliwe jest używanie tylko jednego szyldu zawierającego logo firmy oraz zakres świadczonych usług,prawo administracyjne

1271,czy towarzystwo ubezpieczeń powinno poinformować klienta o tym że kończy mu się ubezpieczenie oc,prawo cywilne

1272,czy klient może wyjaśnić zaistniałą sytuację podając szczegółową historię choroby innych pacjentek,prawo medyczne

1273,czy klientce przysługuje prawo do otrzymywania dodatku covidowego za okres w którym przebywa na zwolnieniu lekarskim,prawo medyczne

1274,czy klient może odmówić udania się w delegację z uwagi na stan epidemii,prawo pracy

1275,czy i na jakich zasadach pracodawca może oddelegować pracownika do innego oddziału zakładu pracy,prawo pracy

1276,czy i w jakim zakresie klient powinien wypłacić byłej pracownicy ekwiwalent za niewykorzystany w  r urlop wypoczynkowy,prawo pracy

1277,czy i w jaki sposób wspólnota mieszkaniowa mogłaby dokonać ocieplenia garaży,prawo cywilne

1278,czy deweloper może w akcie notarialnym jako zarządcę wyznaczyć osobę fizyczną która nie jest nie jest w gronie właścicieli mieszkań osobę obcą,prawo cywilne

1279,jak kształtuje się odpowiedzialność stomatologa w przypadku zatrudnienia na podstawie umowy cywilnoprawnej,prawo medyczne

1280,jak powinno wyglądać zawiadomienie o zebraniu wspólnoty mieszkaniowej,prawo cywilne

1281,czy recepcjonistka odpowiada za udostępnienie danych osobowych pacjentki osobie postronnej jakie konsekwencje może ponieść administrator danych klientka w związku z zaistniałą sytuacją czy klientka powinna podjąć w tej sprawie dodatkowe czynności,prawo administracyjne

1282,jakich formalności powinien dokonać lekarz pochodzący z ukrainy aby mógł pracować na terytorium polski,prawo medyczne

1283,czy w związku z rozszerzeniem działalności żona klienta powinna dokonać zmian dotyczących rozliczenia podatkowego w ceidg lub zus,prawo podatkowe

1284,czy przełożony może zmienić zakres obowiązków klientki jaka jest odpowiedzialność klientki w przypadku szkody wyrządzonej pracodawcy na nowym stanowisku czy zmiana stanowiska pracy może wiązać się z obniżeniem wynagrodzenia klientki,prawo pracy

1285,czy klient może wydać zaświadczenie o jakie prosi córka potencjalnej pacjentki klienta,prawo medyczne

1286,czy zleceniodawca może zmusić klientkę do zrobienia wymazu w kierunku koronawirusa,prawo medyczne

1287,jakie są prawa i obowiązki świadka w postępowaniu karnym kto może zwolnić klientkę z tajemnicy lekarskiej,prawo karne

1288,jak wygląda przesłuchanie świadka przed sądem w postępowaniu karnym jakie są uprawnienia świadka w sprawie karnej czy klientka jako świadek w postępowaniu karnym ma możliwość korzystania z pomocy pełnomocnika czy w toku postępowania klientka może się powoływać na zeznania złożone na policji czy klientka na rozprawie będzie przesłuchiwana razem z mężem który także jest świadkiem w tej sprawie czy klientka może się zapoznać z zeznaniami złożonymi na policji,prawo karne

1289,czy klient jest zobowiązany do przesłania dokumentacji medycznej małoletnich do sądu na własny koszt,prawo medyczne

1290,czy zarządca nieruchomości któremu deweloper powierzył zarząd nieruchomością wspólnąw formie aktu notarialnego może zrezygnować z zarządu i samodzielnie przekazać zarząd nieruchomością innemu podmiotowi bez angażowania w to wspólnoty mieszkaniowej,prawo cywilne

1291,czy tzw dodatek covidowy przysługuje pracownikom szpitala  np technikom elektrykom którzy mogą być narażani na zakażenie wirusem,prawo medyczne

1292,jak obecnie powinna zachować się klientka,prawo medyczne

1293,jaką datę powzięcia uchwały powinna zastosować klientka,prawo cywilne

1294,czy mała działka dojazdowa o szerokości  metra może zgodnie z przepisami stanowić drogę dojazdową do większej działki,prawo administracyjne

1295,czy w związku z pandemią obowiązują nadal klauzule optout czy można je wypowiedzieć czy lekarz rezydent może zostać zobowiązany do pełnienia dyżuru na innym oddziale aniżeli przewiduje to program specjalizacji czy możliwe jest pełnienie przez lekarza rezydenta samodzielnego dyżuru,prawo farmaceutyczne

1296,czy klient może żądać od zarządu wspólnoty mieszkaniowej obniżenia ponoszonych przez niego kosztów utrzymania nieruchomości wspólnej,prawo cywilne

1297,czy klient miał obowiązek wystawienia aktu zgonu na żądanie policji,prawo medyczne

1298,kto może pełnić funkcję przewodniczącego zespołu ds kontroli zakażeń szpitalnych,prawo medyczne

1299,po jakim czasie można zutylizować recepty umowy z przedsiębiorstwami farmaceutycznymi dokumenty finansowe faktury rozliczenia itp,prawo farmaceutyczne

1300,co może zrobić klient w przedmiotowej sytuacji,prawo administracyjne

1301,czy po śmierci matki klienta samochody staną się własnością klienta czy własnością ojca klienta czy mama klienta może za życia sporządzić dokument w którym oświadczy kto odziedziczy samochody jeżeli tak to jak nazywa się taki dokument w jakiej formie należy go sporządzić i co należyw nim napisać czy w przypadku braku sporządzenia takiego dokumentu koniecznym będzie wystąpienie do sądu aby określił kto staje się właścicielem samochodów,prawo cywilne

1302,w jaki sposób będzie przebiegało dziedziczenie udziału w prawie własności nieruchomości po śmierci któregoś z rodziców klienta w jaki sposób będzie przebiegało dziedziczenie udziału w prawie własności nieruchomości po śmierci drugiego z rodziców klienta czy aby klient odziedziczył udziały rodziców w prawie własności nieruchomości koniecznym jest sporządzenie testamentu,prawo cywilne

1303,czy pracownicy mogą odmówić pracy po  godzin w poniedziałki i wtorki,prawo pracy

1304,jak przedstawia się kwestia odpowiedzialności klienta w tej sprawie,prawo medyczne

1305,czy postanowienia   ust  wymagają zmian czy ubezpieczyciel klientki pokryje odszkodowanie z ubezpieczenia oc,inne

1306,czy szpital musi przystąpić do pracowniczych planów kapitałowych czy pracownicy mogą nie zgodzić się na przystąpienie do pracowniczych planów kapitałowych jeżeli szpital przystąpi do pracowniczych planów kapitałowych to czy pracownicy mogą indywidualnie od nich odstąpić,prawo pracy

1307,w jakiej formie zawrzeć umowę pożyczki czy  złotych w ramach procentu od pożyczki będzie podlegało opodatkowaniu czy można ustanowić hipotekę na zakupionej przez córkę klienta i jej męża nieruchomości,prawo cywilne

1308,czy farmaceuta może odmówić realizacji recepty papierowej bez kodu kreskowego wystawionej ze  odpłatnością,prawo farmaceutyczne

1309,co jeżeli pacjent nie odbiera telefonu czy wtedy klient powinien przedłużyć izolację,prawo medyczne

1310,czy przekształcenie części lokalu mieszkalnego w użytkowy jest dopuszczalna i w jaki sposób tego dokonać,prawo administracyjne

1311,czy można zlokalizować punkt szczepień w szkole,prawo medyczne

1312,czy jeśli w aptece znajduje się szyba pomiędzy farmaceutą a pacjentem to czy farmaceuta musi nosić maseczkę,prawo medyczne

1313,czy klient może wysłać receptę prokuraturze,prawo karne

1314,czy osoba wykonująca zlecone czynności w miejscu pracy i w domu w czasie kiedy jest taka potrzeba i raz w tygodniu pracująca w rejestracji w zależności jak przyjmują lekarze może być zatrudniona na umowę zlecenie czy musi na umowę o pracę kto ewentualnie mógłby podważyć charakter takiej umowy,prawo pracy

1315,czy klientka może zrezygnować z udziału w pracach zespołu ponieważ pracodawca nie odpowiedział na jej pisemną rezygnację,prawo pracy

1316,czy bank może odmówić udzielenia informacji że kredyt został spłacony jeśli bank może odmówić to co dalej w tej sytuacji zrobić,prawo cywilne

1317,czy klientka może w trakcie urlopu wychowawczego zatrudnić się w gabinecie swojego małżonka,prawo medyczne

1318,czy pracodawca może ustalić godziny świąteczne niedzielne od godziny  w niedzielę do godziny  w poniedziałek czy pracując w równoważnym systemie pracy pracodawca może dowolnie ustalać godziny pracy,prawo pracy

1319,czy można obarczyć zarządcę drogi odpowiedzialnością za szkody,prawo administracyjne

1320,jakie przepisy prawne nakazują odśnieżanie dachów,prawo administracyjne

1321,czy klientka może wystąpić do sądu z wnioskiem o ubezwłasnowolnienie swojej matki w jaki sposób kształtuje się procedura ubezwłasnowolnienia czy gdyby matka zostałaby ubezwłasnowolniona to klientka będzie mogła zobowiązać swoje siostry do łożenia na koszty opieki nad matką,prawo medyczne

